id,country,city,currency,start_date,length,perc_complete,ribbon_cutting_time,end_yr,end_month,end_day,stations,cost
551,BR,Itabira,BRL,7/4/1989,6623.284,50.2,NULL,2015,9,26,19,60692181
552,CN,Huxingshan,CNY,7/23/1986,1123.096,23.24,NULL,2012,10,16,39,68968920
553,UA,Chervone,UAH,7/31/1985,3659.427,95.41,1989-12-22 04:48:28 UTC,1989,11,7,49,30200000
554,ID,Bofuer,IDR,9/8/2000,2343.19,21.4,NULL,2008,2,4,80,39471046
555,CN,Mahong,CNY,6/14/2000,3939.634,28.75,NULL,2022,11,3,35,74955541
556,CZ,Libouchec,CZK,4/3/2018,7989.923,25.34,NULL,1997,4,25,74,35014853
557,CZ,Koryčany,CZK,10/31/2017,1936.867,28.79,NULL,1988,12,26,11,56731530
558,CN,Zhifang,CNY,10/27/2022,1119.898,4.59,NULL,1999,4,11,117,36763339
559,CU,Caibarién,CUP,4/28/1995,6900.159,93.95,2025-08-25 14:46:19 UTC,2025,7,11,81,67867538
560,ET,Mīzan Teferī,ETB,12/16/2021,3069.108,80.25,NULL,2029,7,21,27,16673860
561,ID,Tempursari Wetan,IDR,6/4/2016,3559.386,81.17,NULL,1988,8,7,53,35709409
562,CN,Pingsha,CNY,7/7/2011,7816.631,58.23,NULL,2023,5,5,107,81503963
563,US,Fresno,USD,6/30/1983,11175.179,74.16,NULL,2005,8,14,110,30324243
564,PH,Lallayug,PHP,7/11/2015,8640.176,39,NULL,2019,6,19,70,17015992
565,FR,Bagneux,EUR,7/15/2019,1422.7,84.77,NULL,2007,3,23,9,60395656
566,CN,Kizil,CNY,11/20/2021,3186.985,99.31,2003-11-22 23:21:22 UTC,2003,10,8,56,62231163
567,TZ,Kisesa,TZS,9/30/1992,1071.892,1.15,NULL,2013,2,17,108,26362484
568,AL,Hasan,ALL,6/11/2025,4381.975,26.68,NULL,2024,5,5,113,26492755
569,CN,Qianchuan,CNY,5/24/1995,6301.921,35.86,NULL,1999,3,18,14,60765779
570,ID,Dadiharja,IDR,12/17/2017,8790.883,87.86,2002-03-07 03:43:56 UTC,2002,1,21,103,24311905
571,CN,Longping,CNY,2/28/2025,7226.253,88.45,2018-12-03 06:30:43 UTC,2018,10,19,92,28135394
572,PL,Żabnica,PLN,2/20/1994,4025.497,77.18,NULL,1990,7,16,65,68209539
573,SE,Alfta,SEK,5/24/2006,3905.939,9,NULL,1999,1,23,117,60777144
574,CO,Guataquí,COP,12/18/2013,5984.986,24.2,NULL,2010,9,23,47,14970082
575,ID,Pendawanbaru,IDR,8/31/1993,7018.639,93.02,1994-05-18 01:35:38 UTC,1994,4,3,7,4532502
576,BR,Maragogipe,BRL,9/24/2025,6475.522,56.29,NULL,2003,4,24,52,67343197
577,US,Topeka,USD,9/19/2004,1612.789,40.49,NULL,1984,5,12,52,57869111
578,ID,Holoriang,IDR,8/15/2006,5202.337,3.07,NULL,2024,9,3,30,9527470
579,MY,Kuala Terengganu,MYR,5/22/2017,12234.952,87.86,1986-12-08 15:15:52 UTC,1986,10,24,13,41644436
580,CN,Shihua,CNY,11/30/2023,7605.087,21.73,NULL,2003,2,1,61,8390161
581,ID,Krajan Dua Padomasan,IDR,9/16/2025,6408.303,92.58,2022-08-05 19:26:29 UTC,2022,6,21,106,22939767
582,PL,Żarów,PLN,6/2/2022,6074.674,81.39,NULL,1998,1,26,95,36300799
583,PT,São Domingos,EUR,12/14/2006,11140.114,98.37,2009-07-02 22:02:18 UTC,2009,5,18,106,52943871
584,FR,Marly-le-Roi,EUR,5/23/1989,7094.68,14.93,NULL,1985,4,7,68,87245336
585,CD,Inongo,CDF,12/18/1988,1870.939,67.73,NULL,2023,4,10,32,57753050
586,GE,Khulo,GEL,5/1/2025,6945.085,19.41,NULL,2003,3,18,5,39960961
587,PT,Pobral,EUR,11/5/2013,8632.352,3.69,NULL,1991,7,20,94,29008598
588,CN,Lishu,CNY,2/18/1985,6964.876,91.8,1985-05-13 19:35:08 UTC,1985,3,29,51,44264275
589,ID,Sampangbitung,IDR,2/17/1996,11724.337,1.66,NULL,1999,7,13,42,75660626
590,PE,San Miguel,PEN,4/21/1995,8826.069,72.42,NULL,2006,2,22,34,28734732
591,RU,Temryuk,RUB,10/20/1987,10902.118,3.89,NULL,2025,11,20,17,25920639
592,ID,Cibojong,IDR,10/1/1990,6115.417,19.03,NULL,1985,7,27,32,12930621
593,BR,Orleans,BRL,11/1/2015,445.468,24.67,NULL,1999,7,4,35,19546118
594,GE,Tsalka,GEL,6/30/1992,4395.912,17.8,NULL,1990,5,31,4,27207644
595,US,Mesquite,USD,2/10/1996,2882.598,79.09,NULL,1985,3,14,28,43672683
596,CN,Jilin,CNY,9/25/2024,7902.329,94.56,2016-07-26 09:21:24 UTC,2016,6,11,85,58579371
597,UY,Santiago Vázquez,UYU,6/27/1991,5730.112,23.31,NULL,2014,4,23,29,10586882
598,PL,Paniówki,PLN,10/9/2021,6023.184,52.33,NULL,1986,9,1,90,50766344
599,RU,Kola,RUB,12/29/2013,7474.662,99.47,2030-01-05 13:11:09 UTC,2029,11,21,8,6686259
600,CN,Xindu,CNY,9/27/2019,11188.361,10.66,NULL,2009,4,14,60,57654984
601,PL,Szczecinek,PLN,7/3/2002,5899.841,59.52,NULL,2008,9,25,95,26948258
602,UY,San Ramón,UYU,9/11/2012,5742.925,20.65,NULL,2007,3,11,4,25086717
603,CN,Taiyang,CNY,4/7/2017,5574.16,0.79,NULL,2010,1,21,82,79199756
604,NO,Gjøvik,NOK,12/20/2008,11914.584,40.58,NULL,2025,11,18,113,85579553
605,PE,Namballe,PEN,6/28/1997,11749.323,32.93,NULL,2021,9,8,57,876022
606,CN,Danglang Hudong,CNY,2/7/2015,6710.325,72.83,NULL,2006,1,31,50,36031092
607,VE,Píritu,VEF,3/23/2005,8812.341,27.6,NULL,1998,4,4,62,58062568
608,GR,Kokkári,EUR,9/18/2024,10907.013,34.59,NULL,2018,3,22,120,32213945
609,RS,Bački Breg,RSD,3/29/1987,11509.687,74.78,NULL,1994,5,31,81,55376643
610,NG,Dikwa,NGN,12/16/1989,1560.719,35.72,NULL,1988,12,28,92,85569096
611,JP,Shingū,JPY,4/12/2009,4316.481,0.35,NULL,2003,12,20,56,9203337
612,SE,Karlstad,SEK,9/14/2011,107.994,50.2,NULL,2011,12,30,95,13953814
613,FR,Toulon,EUR,6/19/1987,5787.26,41.6,NULL,2022,5,29,86,59718523
614,FR,Lyon,EUR,3/10/1983,7128.464,40.03,NULL,2010,2,20,106,85433058
615,CZ,Vrdy,CZK,12/14/2009,5285.75,77.78,NULL,1992,8,9,117,42381779
616,JP,Chiryū,JPY,12/7/1983,43.332,64.98,NULL,2003,3,10,119,55221530
617,ID,Sebasang,IDR,12/3/2003,3194.759,33.31,NULL,2006,1,13,28,23801225
618,NO,Oslo,NOK,3/30/2005,12098.387,16.46,NULL,1984,6,5,105,69832311
619,MX,Los Mangos,MXN,5/29/2025,10566.708,24.63,NULL,2019,9,24,110,44707092
620,ID,Palumbungan,IDR,4/4/2003,11220.291,1.07,NULL,2009,11,5,11,582255
621,CN,Chechenglu,CNY,2/26/2022,2615.005,68.54,NULL,2004,5,21,106,89183357
622,MX,Nicolas Bravo,MXN,5/23/2008,4306.181,60.63,NULL,1987,8,8,41,87327053
623,RU,Vodnyy,RUB,9/2/2019,2626.366,70.61,NULL,1985,3,15,90,2033383
624,CN,Fengjiang,CNY,3/8/2025,3232.93,1.19,NULL,2000,7,4,2,35922398
625,CN,Mori,CNY,5/17/2005,11358.159,85.92,2028-12-18 11:05:59 UTC,2028,11,3,35,34100778
626,EG,Luxor,EGP,9/30/2025,6331.752,91.8,1994-05-06 06:11:59 UTC,1994,3,22,87,17147671
627,CN,Lianpeng,CNY,4/26/1994,4415.321,85.19,2010-05-19 12:24:18 UTC,2010,4,4,26,19545382
628,TN,Manzil Bū Zalafah,TND,1/23/2025,1740.452,15.54,NULL,1985,3,16,53,10138713
629,ID,Oetua,IDR,6/14/1984,8308.009,43.28,NULL,2019,1,19,116,19170754
630,ID,Kerbuyan,IDR,5/25/2024,286.023,37.8,NULL,1990,3,19,49,40342854
631,MY,Ipoh,MYR,2/24/2020,1116.506,60.65,NULL,2010,5,17,77,853285
632,FR,Portet-sur-Garonne,EUR,8/4/2025,8739.802,62.43,NULL,1985,10,9,101,78097049
633,BR,Uruguaiana,BRL,3/12/1990,162.135,30.75,NULL,1996,12,2,76,85928916
634,ID,Pandean,IDR,1/27/2019,5727.261,3.65,NULL,1986,11,30,9,75338094
635,HT,Acul du Nord,HTG,1/30/1988,1928.026,33.85,NULL,2009,2,15,19,58831806
636,CN,Muzidian,CNY,8/27/2022,1008.442,51.07,NULL,2026,5,20,54,41988643
637,EC,Puyo,USD,6/3/1989,527.647,58.24,NULL,2015,9,30,35,38490925
638,PT,Longos,EUR,6/11/2000,6020.597,91.32,2009-03-23 00:10:00 UTC,2009,2,6,9,29765697
639,PH,Balayong,PHP,9/20/2014,2616.3,9.82,NULL,2016,11,29,28,30651297
640,CN,Baisha,CNY,10/17/2006,9924.677,16.81,NULL,2024,11,2,47,56971707
641,CN,Dayang,CNY,4/23/1996,8638.61,22.61,NULL,1997,12,13,107,66890446
642,TH,Yasothon,THB,7/11/2016,5418.051,56.99,NULL,2000,2,6,119,29194766
643,FR,Montpellier,EUR,9/2/2016,6391.048,47.08,NULL,2003,8,24,100,40048029
644,MG,Manakara,MGA,1/24/1997,7477.086,11.34,NULL,2006,8,19,26,82647217
645,VE,La Cruz de Taratara,VEF,9/2/1995,1196.018,77.79,NULL,2019,3,10,43,55447403
646,RU,Golynki,RUB,1/31/1996,2462.13,21.62,NULL,1999,4,4,90,21101777
647,EH,Dakhla,MAD,10/23/1982,2762.093,54.77,NULL,2020,11,26,70,14704724
648,JP,Ōmagari,JPY,9/20/2001,3263.871,1.18,NULL,1990,11,18,48,8047539
649,CN,Dadong,CNY,11/11/1992,7805.724,44.35,NULL,2003,6,4,12,84805849
650,CN,Yanghuxiang,CNY,7/6/1986,8934.537,18.43,NULL,1991,5,25,35,37871152
651,FI,Porvoo,EUR,7/12/2024,687.544,30.68,NULL,1986,8,19,4,37941926
652,FR,Montpellier,EUR,6/2/2017,11104.087,1.78,NULL,1997,4,11,109,1142659
653,CN,Jianzhatan,CNY,12/12/2001,10788.581,79.47,NULL,1995,1,31,115,34764687
654,AM,Aygeshat,AMD,8/12/2002,2653.307,70.47,NULL,2000,10,28,34,49806575
655,RU,Krasnogorsk,RUB,1/8/1999,1616.029,24.5,NULL,2026,8,31,112,2202828
656,PL,Czarków,PLN,3/20/1984,8005.453,64.29,NULL,2029,6,16,8,32471628
657,PH,Pantubig,PHP,12/1/2012,3721.423,29.67,NULL,2000,10,21,114,71056095
658,BY,Kalodzishchy,BYR,5/14/1997,537.652,49.05,NULL,2021,12,9,37,44872486
659,LA,Sainyabuli,LAK,9/5/1993,2012.395,50.03,NULL,2008,12,28,62,21678979
660,PH,Lawa-an,PHP,4/17/2025,4053.884,75.3,NULL,2024,12,29,36,85539508
661,EE,Narva,EUR,6/8/2012,8308.883,16.95,NULL,2019,9,28,96,33192066
662,CN,Gaoqiao,CNY,11/1/2006,9876.664,97.64,2009-12-31 04:14:48 UTC,2009,11,16,112,11099522
663,MY,Kuala Lumpur,MYR,4/29/1992,6999.943,36.19,NULL,2000,1,24,98,35204117
664,ID,Senduro,IDR,1/4/1996,8253.803,58.31,NULL,2027,5,15,88,73813076
665,TH,Ranong,THB,9/4/1988,4715.176,49.91,NULL,2018,11,6,50,4737487
666,US,Dallas,USD,11/22/2021,10203.095,48,NULL,2029,9,11,45,73374446
667,PE,Cocachacra,PEN,1/3/2021,8397.131,1.95,NULL,1989,6,4,5,41703509
668,CN,Chishui,CNY,11/14/2023,7802.272,55.44,NULL,1996,10,27,119,12737878
669,LB,Beirut,LBP,7/17/1991,10266.782,60.41,NULL,2023,3,5,98,76282864
670,AF,Khanabad,AFN,4/18/1999,413.529,1.9,NULL,1997,10,17,77,9858262
671,AO,Lobito,AOA,1/3/2016,1535.044,33.11,NULL,2015,4,26,109,13548568
672,SV,Santa Tecla,USD,8/26/1994,7300.834,69.16,NULL,1988,9,23,113,20341504
673,IM,Laxey,GBP,3/5/1995,12107.817,15.95,NULL,2021,2,2,56,87236181
674,FI,Hirvensalmi,EUR,1/27/1986,9330.686,14.24,NULL,2002,4,11,32,785422
675,ID,Parigi,IDR,8/29/2018,11046.844,51.37,NULL,2023,12,9,5,82774325
676,CL,Panguipulli,CLP,1/24/1991,8285.402,56.88,NULL,2002,2,8,20,23824298
677,CN,Datian,CNY,3/25/2004,8841.21,62.2,NULL,1998,8,6,77,32872957
678,SE,Järfälla,SEK,11/22/1985,1138.824,96.19,2000-10-28 09:54:35 UTC,2000,9,13,119,88583789
679,ID,Puteran Kidul,IDR,7/3/2024,2369.39,99.11,2001-03-13 14:24:21 UTC,2001,1,27,115,7622949
680,PT,Sande Vila Nova,EUR,9/24/1989,2302.381,5.08,NULL,2011,9,13,55,81131517
681,CN,Dasongshu,CNY,3/29/2009,7147.351,5.03,NULL,2008,10,4,60,43913875
682,ID,Lamalera,IDR,9/13/2005,5933.426,27.99,NULL,2028,2,23,84,9390844
683,CN,Wuyang,CNY,3/17/1998,1564.323,58.65,NULL,2002,4,13,88,22316708
684,CN,Jinchang,CNY,4/3/2018,9868.54,43.1,NULL,2027,2,7,63,5902736
685,FI,Hausjärvi,EUR,4/16/2013,5100.399,23.84,NULL,2028,5,16,34,30607363
686,US,Salt Lake City,USD,7/1/2016,9725.836,63.81,NULL,1989,11,2,45,17324040
687,ID,Sudo,IDR,2/23/2007,3720.959,69.57,NULL,1999,6,23,37,15715180
688,ZA,Balfour,ZAR,7/30/2009,1578.459,86.21,2010-07-04 16:18:28 UTC,2010,5,20,98,51453209
689,JP,Sagae,JPY,3/14/2014,11793.258,43.36,NULL,2003,2,15,44,54701604
690,ID,Seririt,IDR,5/7/1993,4283.71,2.12,NULL,2015,3,4,117,78960586
691,TN,Ghār al Milḩ,TND,2/16/2018,2035.85,21.28,NULL,2001,3,25,84,61671588
692,PL,Świnice Warckie,PLN,6/17/2015,1213.966,91.34,1995-08-09 19:57:54 UTC,1995,6,25,29,65509681
693,US,Colorado Springs,USD,4/30/2002,11529.834,65.19,NULL,2015,8,3,112,82188424
694,CN,Cishangang,CNY,10/31/2005,3674.719,18.99,NULL,2004,4,24,2,27089980
695,ID,Cemara,IDR,4/3/1994,7099.677,98.55,1993-07-06 04:04:40 UTC,1993,5,22,47,82869516
696,ID,Alukama,IDR,4/7/1994,4535.041,73.37,NULL,1993,12,15,18,84419293
697,AR,Casilda,ARS,1/4/2021,6991.801,58.57,NULL,2025,9,30,40,3689080
698,PH,Calanogas,PHP,8/7/2024,7171.757,86.43,2003-01-11 22:54:37 UTC,2002,11,27,87,34634664
699,BR,Ituiutaba,BRL,9/26/2016,9223.176,12.96,NULL,2001,9,19,48,56558332
700,PL,Kroczyce,PLN,10/8/1991,9841.363,78.64,NULL,2009,7,27,73,12114112
701,PE,Limatambo,PEN,7/13/2001,905.1,19.51,NULL,2003,2,10,17,5442832
702,CN,Aoshi,CNY,5/30/2020,6830.6,65.55,NULL,2002,7,31,38,3068891
703,BR,Blumenau,BRL,1/29/2006,5405.199,20.81,NULL,2024,5,1,37,12461778
704,BR,Santo Antônio de Posse,BRL,5/26/2024,447.463,64.23,NULL,2029,11,16,90,29446680
705,CN,Shangdongjie,CNY,10/9/2022,7127.373,46.56,NULL,2018,9,9,12,52911552
706,RU,Polevskoy,RUB,1/5/1986,9091.708,18.01,NULL,2020,11,22,28,18268557
707,NG,Mahuta,NGN,10/16/1986,3503.259,56.28,NULL,1989,4,27,81,36527794
708,RU,Zakamensk,RUB,1/12/1984,4255.745,30.66,NULL,2008,12,9,37,4883606
709,SV,El Paisnal,USD,11/23/2013,4263.834,79.51,NULL,2015,12,2,55,65931812
710,PS,Al Mughayyir,ILS,3/13/2018,2585.007,31.51,NULL,1993,12,30,95,3434232
711,MN,Haylaastay,MNT,11/11/2006,12090.574,33.13,NULL,1999,5,16,38,75161623
712,LV,Mērsrags,EUR,7/31/2013,11198.376,31.41,NULL,2009,11,1,60,87760758
713,JP,Miyata,JPY,8/11/1988,7621.379,57.99,NULL,1990,9,3,10,41739032
714,CN,Sairam,CNY,6/30/2024,6957.294,39.54,NULL,2005,6,9,63,10552987
715,KP,Ŭiju,KPW,12/15/2009,539.614,55.78,NULL,2020,4,19,35,56005047
716,US,San Jose,USD,9/1/2002,12131.923,10.42,NULL,2009,9,29,35,80495333
717,BG,Byala,BGN,12/24/2011,10881.075,98.99,2013-09-04 06:47:06 UTC,2013,7,21,59,89727748
718,CZ,Albrechtice,CZK,9/6/2017,3297.414,37.08,NULL,2004,2,25,6,17641278
719,PL,Kortowo,PLN,4/21/2015,3021.436,6.44,NULL,1995,4,11,109,47421686
720,FR,Woippy,EUR,11/10/2012,7433.299,60.27,NULL,1998,1,1,85,10200988
721,ID,Cihurip Satu,IDR,11/6/2016,10863.317,37.89,NULL,1999,2,12,23,12738891
722,ID,Pekuwon,IDR,3/28/1989,1247.519,64.45,NULL,2023,12,15,8,74106383
723,BR,Atibaia,BRL,4/27/2017,383.172,58.89,NULL,1992,10,28,98,85996520
724,PL,Sączów,PLN,3/6/1986,1772.41,67.24,NULL,1997,2,25,92,8530813
725,PT,Alcanhões,EUR,9/10/2009,8814.659,48.47,NULL,2015,8,12,87,64994774
726,YE,Al Ḩazm,YER,2/28/1988,3973.093,83.05,NULL,2022,4,1,99,72171052
727,UA,Obodivka,UAH,10/19/2013,3364.955,56.15,NULL,2014,3,12,79,44988967
728,RU,Belovo,RUB,7/6/2020,5817.093,30.26,NULL,2019,10,7,10,44558231
729,CN,Pinghu,CNY,7/22/2018,3165.315,26.93,NULL,2003,1,24,46,17845637
730,GR,Týrnavos,EUR,7/10/1991,8798.494,8.42,NULL,1985,1,25,56,67596065
731,MN,Mardzad,MNT,8/22/2016,4948.019,24.82,NULL,1993,1,23,27,43550219
732,CZ,Jesenice,CZK,7/31/2015,1532.904,44.36,NULL,1984,8,27,90,9882572
733,CN,Shunhe,CNY,12/4/2018,1232.722,51.04,NULL,1987,3,16,79,88278380
734,CA,Armstrong,CAD,7/1/2017,1620.362,33.89,NULL,2023,10,1,94,38611172
735,CN,Pujiang,CNY,1/30/2000,8158.565,50.39,NULL,2023,3,19,42,24387643
736,HK,Tai Po,HKD,8/20/1999,7389.088,11.99,NULL,2000,2,6,40,89710850
737,PS,An Naşşārīyah,ILS,7/26/2020,11676.204,67.38,NULL,2001,5,9,97,47710339
738,CN,Fushun,CNY,3/13/2012,9833.8,71.06,NULL,2001,10,29,100,57655267
739,BR,Ipatinga,BRL,9/11/2023,9844.056,6.45,NULL,2020,2,14,113,19217841
740,CU,Placetas,CUP,5/14/1993,11511.563,27.51,NULL,1986,8,9,91,25611211
741,RU,Nizhniy Ufaley,RUB,11/12/2021,3279.693,83.34,NULL,1986,1,17,120,79042665
742,US,Dayton,USD,2/15/1996,2902.125,72.16,NULL,2010,6,25,49,36640567
743,PH,Tambac,PHP,12/5/2009,2818.347,31.04,NULL,2029,1,12,120,71322651
744,CN,Gaoyi,CNY,11/20/2004,3679.504,11.59,NULL,2024,9,25,35,25682227
745,MY,Ipoh,MYR,3/14/2023,11897.267,48.84,NULL,2005,7,28,59,45477820
746,GE,Gori,GEL,12/4/2023,5128.833,33.12,NULL,2015,6,10,92,30313400
747,CA,Saint-Rémi,CAD,2/22/2025,7358.248,70.31,NULL,2013,7,21,48,33265747
748,ID,Pasirangin Tiga,IDR,9/13/2020,5848.473,38.04,NULL,1984,4,29,97,6790814
749,CN,Hongjiang,CNY,12/28/1988,10104.283,61.2,NULL,2018,4,6,29,36057605
750,BA,Glamoč,BAM,6/22/2005,6606.565,23.52,NULL,1993,8,22,83,32558269
751,PE,Huacrapuquio,PEN,1/30/2019,571.405,73.51,NULL,2004,5,7,55,13882790
752,ID,Suren,IDR,1/11/2006,11136.389,10.91,NULL,2022,7,9,38,71490465
753,CN,Hengshan,CNY,2/19/2011,6771.986,43.41,NULL,2019,7,19,12,2013864
754,CN,Yajin,CNY,2/12/2007,433.995,33.8,NULL,2010,12,29,3,6885766
755,US,High Point,USD,9/30/1998,9166.715,40.19,NULL,2020,3,31,118,59251282
756,JP,Himi,JPY,1/4/1996,665.61,76.06,NULL,2006,3,13,72,45516341
757,ID,Tarub,IDR,6/23/1982,8132.225,87.79,2008-02-17 07:33:04 UTC,2008,1,3,103,85375656
758,CN,Huangdao,CNY,4/3/2011,6838.231,41.54,NULL,1988,2,23,26,18215767
759,ID,Rancanyenang,IDR,8/4/1984,2149.824,87.41,1998-10-23 08:14:08 UTC,1998,9,8,104,39980899
760,TT,Laventille,TTD,6/26/1987,10992.001,13.14,NULL,2017,2,9,6,81976811
761,CO,San Benito Abad,COP,1/28/2025,5685.106,13.12,NULL,1993,5,2,101,56512485
762,FI,Joutseno,EUR,6/23/2013,9799.784,76.93,NULL,1990,6,23,12,36155431
763,PT,Sanguinheira,EUR,4/20/2019,11730.13,11.59,NULL,2003,11,25,13,48492532
764,NO,Oslo,NOK,6/1/2016,3121.816,49.47,NULL,1984,8,1,34,68511454
765,KR,Changsu,KRW,6/1/1996,4157.121,55.5,NULL,1993,7,4,118,5091956
766,PK,Sohbatpur,PKR,11/1/1990,4162.635,22.15,NULL,1992,7,4,67,14703248
767,AR,Curuzú Cuatiá,ARS,11/8/2010,11027.449,54.46,NULL,1998,10,26,3,74852140
768,MY,Nusajaya,MYR,11/2/2010,4682.67,15.38,NULL,2006,8,31,94,33822703
769,HR,Koška,HRK,4/28/1984,753.532,58.46,NULL,2012,5,7,89,402080
770,BG,Kazanlŭk,BGN,8/5/2011,2023.635,78.43,NULL,2016,8,2,105,53092770
771,CN,Jiujie,CNY,4/28/2023,5358.629,27.45,NULL,2029,11,25,103,37623232
772,FR,Reims,EUR,7/30/2025,2578.208,48.36,NULL,2022,11,5,34,61285659
773,PT,Agualva,EUR,9/27/1992,4984.675,59.08,NULL,2010,9,20,116,84739348
774,CA,Ladysmith,CAD,6/10/2017,160.297,45.67,NULL,2007,7,24,55,7523634
775,ID,Putrajawa,IDR,3/31/2001,5178.32,61.19,NULL,2015,1,1,75,21394777
776,US,Sioux City,USD,11/14/1989,1928.748,83.39,NULL,2021,10,8,28,15146645
777,CN,Bacheng,CNY,6/21/2011,11661.465,65.65,NULL,2009,12,16,75,82281565
778,CM,Kumba,XAF,10/8/2021,10837.113,29.83,NULL,2021,9,13,55,79635720
779,PH,Digos,PHP,3/22/2003,2428.285,39.42,NULL,1993,1,14,10,18029552
780,DK,København,DKK,2/24/1985,6752.687,19.45,NULL,1996,7,18,57,11452865
781,PL,Kamień Pomorski,PLN,4/5/2006,7337.796,57.04,NULL,1984,6,3,72,27873750
782,PL,Kolbuszowa,PLN,5/18/1992,8478.34,11.48,NULL,2000,1,29,75,51783758
783,ID,Matur,IDR,7/27/1995,4555.251,12.53,NULL,2006,6,26,118,46094713
784,RU,Yutsa,RUB,2/17/1983,4890.284,40.63,NULL,2015,4,3,35,32607769
785,CN,Magutian,CNY,2/26/1994,5104.404,56.33,NULL,1993,11,1,59,88904421
786,PH,Nunguan,PHP,5/6/2010,500.579,83.97,NULL,2025,11,26,43,27680609
787,CN,Sanhe,CNY,9/1/1996,9489.912,6.88,NULL,1992,6,19,111,51537762
788,PL,Bełsznica,PLN,5/22/2006,1585.251,84.6,NULL,1997,4,26,42,75311628
789,KN,Newcastle,XCD,10/12/1994,2260.492,25.09,NULL,2018,2,1,53,22264329
790,CN,Yuyao,CNY,4/30/2011,7779.816,22.95,NULL,1998,9,27,40,40662278
791,CN,Yinhedahan’er,CNY,11/12/2024,2018.971,96.3,2008-11-28 02:50:56 UTC,2008,10,14,14,89377680
792,UG,Ntungamo,UGX,11/18/1989,473.825,43.51,NULL,1992,11,4,20,82970771
793,ID,Riung,IDR,8/8/2023,4963.835,27.66,NULL,2026,2,7,99,58497606
794,ID,Ladoang,IDR,5/4/2009,9403.336,5.97,NULL,2018,4,21,115,29140301
795,US,Shreveport,USD,5/31/2025,5769.818,21.23,NULL,2004,9,10,36,32398923
796,CN,Fuzhuang,CNY,4/25/2012,4842.354,79.92,NULL,2005,9,24,64,58143273
797,CN,Wentang,CNY,11/4/1986,8978.473,17.4,NULL,1991,2,4,107,67583462
798,GR,Géfyra,EUR,4/24/2012,6361.401,68.78,NULL,1994,10,19,92,13083306
799,TN,Akouda,TND,11/4/1998,4358.22,70.77,NULL,1992,2,26,23,41317157
800,CN,Fengshan,CNY,8/27/2020,4004.172,34.12,NULL,2000,12,26,29,80641277
801,AR,Marull,ARS,9/14/1990,1374.093,33.61,NULL,1993,1,9,46,48273732
802,PT,Cancela,EUR,11/19/2023,7449.892,89.43,2015-12-20 10:25:41 UTC,2015,11,5,98,22163667
803,PH,Bantuanon,PHP,1/25/2018,11579.831,99.28,2013-02-05 21:25:09 UTC,2012,12,22,100,83047510
804,CN,Tuqiao,CNY,10/24/1983,2735.645,6.39,NULL,2017,8,2,120,24412830
805,ID,Kademangan,IDR,5/6/2018,6841.202,52.68,NULL,2016,6,9,93,35850175
806,UA,Batiovo,UAH,10/17/1986,2884.466,24.44,NULL,2021,7,19,61,68512986
807,ZA,Carolina,ZAR,6/22/2017,5534.583,29.65,NULL,1995,4,4,62,27566992
808,CN,Tangtu,CNY,9/28/2011,1070.932,63.7,NULL,2024,3,5,34,14795155
809,CN,Sandaogou,CNY,6/8/2025,11578.092,1.71,NULL,2028,7,21,2,35145814
810,CN,Jinggan,CNY,3/18/1983,3148.649,88.11,2021-10-25 12:35:49 UTC,2021,9,10,50,23140536
811,ID,Orong,IDR,3/3/1995,4023.498,60.78,NULL,2018,9,11,44,86085401
812,FR,Paris 15,EUR,11/15/1989,8744.745,25.78,NULL,2008,6,8,70,76065721
813,ID,Oele,IDR,9/5/1994,2125.488,96.45,2016-11-28 02:28:03 UTC,2016,10,14,36,44212038
814,GR,Provatás,EUR,3/25/2023,669.589,58.61,NULL,2021,7,10,117,53196719
815,CN,Pangushan,CNY,10/9/2017,730.211,52.09,NULL,1990,3,20,53,69890872
816,CN,Xianyuan,CNY,7/21/1996,5687.182,36.11,NULL,1993,6,15,78,31765082
817,ID,Pasarbaru,IDR,9/29/2009,7641.994,11.46,NULL,2018,9,5,45,63971705
818,PL,Czarna,PLN,2/22/1983,449.903,44.07,NULL,2001,7,14,89,7293151
819,CA,Baie-D'Urfé,CAD,3/30/1991,3524.269,3.72,NULL,2013,4,11,116,65326178
820,CN,Guanlu,CNY,6/20/1994,2078.318,35.08,NULL,2019,11,5,95,63118874
821,VN,Yên Mỹ,VND,7/26/1987,7361.144,6.98,NULL,2009,1,31,113,13764832
822,CN,Huacheng,CNY,12/25/1986,4140.929,89.25,1991-05-18 02:41:15 UTC,1991,4,3,13,1012052
823,PH,Lanipao,PHP,4/23/2019,9389.246,7.83,NULL,2027,8,7,80,75998441
824,UA,Piskivka,UAH,9/22/1986,856.469,86.48,2027-07-01 12:16:15 UTC,2027,5,17,58,71455678
825,KZ,Zhambyl,KZT,3/23/1997,1786.978,47.11,NULL,1989,5,28,98,52547123
826,LU,Diekirch,EUR,1/1/2006,4929.65,0.92,NULL,2014,12,2,7,44866567
827,BR,Brasília,BRL,2/14/2004,7224.667,65.37,NULL,1991,7,16,88,63335303
828,TH,Fao Rai,THB,12/11/1992,7716.169,67.43,NULL,2016,12,8,47,58136392
829,IE,Cloyne,EUR,4/10/1985,4094.711,68.19,NULL,1992,6,18,82,14106579
830,PL,Bobowa,PLN,1/4/2022,11421.751,6.56,NULL,2017,10,14,72,88672597
